time,instrument,bid1_price,bid1_qty,bid2_price,bid2_qty,bid3_price,bid3_qty,ask1_price,ask1_qty,ask2_price,ask2_qty,ask3_price,ask3_qty
1686712,SSE-HT,10981,50,10979,100,10977,150,10985,50,10987,100,10989,150
1686712,SSE-KRAS,9606,45,9604,100,9602,150,9610,50,9612,100,9614,150
1686712,SSE-SIMP,9970,50,9969,100,9968,150,9972,50,9973,100,9974,160
1686712,SSE-ZABA,11051,100,11049,150,11047,200,11057,50,11059,105,11061,150
1686984,SSE-CARD,9824,50,9823,100,9822,150,9826,8,9827,100,9828,150
1686984,SSE-FSR,10131,20,10130,50,10128,100,10134,50,10136,100,10138,150
1686984,SSE-HT,10996,50,10994,100,10992,150,11000,50,11002,100,11004,150
1686984,SSE-KRAS,9618,50,9616,100,9614,150,9622,50,9624,100,9626,150
1686984,SSE-SIMP,9951,50,9950,100,9949,150,9953,33,9954,100,9955,150
1686984,SSE-ZABA,11069,50,11067,100,11065,150,11073,50,11075,100,11077,150
1687249,SSE-CARD,9791,50,9790,100,9789,150,9795,94,9796,200,9797,250
1687249,SSE-FSR,10101,50,10099,100,10097,150,10109,100,10111,200,10113,250
1687249,SSE-HT,11025,50,11023,150,11021,200,11031,50,11033,100,11035,150
1687249,SSE-KRAS,9604,50,9602,100,9600,150,9608,50,9610,100,9612,150
1687249,SSE-SIMP,9928,60,9927,100,9926,160,9932,142,9933,200,9934,250
1687249,SSE-ZABA,11062,50,11060,100,11058,150,11066,44,11068,100,11070,150
1687530,SSE-CARD,9821,30,9820,100,9819,150,9823,50,9824,110,9825,150
1687530,SSE-FSR,10146,30,10144,150,10142,200,10152,50,10154,100,10156,150
1687530,SSE-HT,11021,50,11019,100,11017,150,11029,106,11031,200,11033,250
1687530,SSE-KRAS,9603,100,9601,150,9599,200,9609,50,9611,100,9613,150
1687530,SSE-SIMP,9945,50,9944,100,9943,150,9947,50,9948,100,9949,150
1687530,SSE-ZABA,11059,50,11057,100,11055,150,11065,60,11067,150,11069,200
1687800,SSE-CARD,9578,50,9577,100,9576,150,9583,189,9584,250,9823,30
1687800,SSE-FSR,10111,50,10109,100,10107,150,10115,30,10117,100,10119,150
1687800,SSE-HT,11046,45,11044,100,11042,150,11050,50,11052,100,11054,150
1687800,SSE-KRAS,9602,145,9600,200,9598,250,9610,50,9612,100,9614,150
1687800,SSE-SIMP,9980,90,9979,150,9978,200,9982,10,9983,50,9984,100
1687800,SSE-ZABA,11080,20,11078,100,11076,150,11084,50,11086,100,11088,150
1688078,SSE-CARD,9571,45,9570,100,9569,150,9575,42,9576,200,9577,250
1688078,SSE-FSR,10104,50,10102,100,10100,150,10108,50,10110,100,10112,150
1688078,SSE-HT,11062,43,11060,100,11058,150,11066,50,11068,100,11070,150
1688078,SSE-KRAS,9586,120,9584,100,9582,150,9590,30,9592,100,9594,150
1688078,SSE-SIMP,9968,50,9967,100,9966,150,9970,50,9971,100,9972,150
1688078,SSE-ZABA,11039,50,11037,100,11035,150,11043,50,11045,100,11047,150
1688354,SSE-CARD,9598,10,9597,100,9596,150,9600,50,9601,100,9602,150
1688354,SSE-FSR,10089,50,10087,100,10085,150,10095,80,10097,150,10099,200
1688354,SSE-HT,11078,100,11076,150,11074,200,11084,50,11086,100,11088,150
1688354,SSE-KRAS,9596,50,9594,100,9592,150,9600,50,9602,100,9604,150
1688354,SSE-SIMP,9969,50,9968,100,9967,150,9971,50,9972,100,9973,150
1688354,SSE-ZABA,11050,50,11048,100,11046,150,11054,45,11056,100,11058,150
1688639,SSE-CARD,9589,50,9588,100,9587,150,9591,50,9592,100,9593,160
1688639,SSE-FSR,10142,100,10140,150,10138,200,10146,29,10148,50,10150,120
1688639,SSE-HT,11058,5,11055,50,11053,100,11061,100,11063,150,11065,200
1688639,SSE-KRAS,9569,50,9567,100,9565,150,9575,80,9577,150,9579,200
1688639,SSE-SIMP,9964,50,9963,100,9962,150,9966,50,9967,100,9968,150
1688639,SSE-ZABA,11019,50,11017,100,11015,150,11023,50,11025,100,11027,150
1688925,SSE-CARD,9456,50,9455,100,9454,150,9459,47,9460,150,9461,200
1688925,SSE-FSR,10161,150,10159,200,10157,250,10169,10,10171,100,10173,150
1688925,SSE-HT,11107,100,11105,150,11103,200,11113,50,11115,100,11117,150
1688925,SSE-KRAS,9597,100,9595,150,9593,200,9603,50,9605,100,9607,150
1688925,SSE-SIMP,9964,100,9963,150,9962,200,9967,50,9968,100,9969,150
1688925,SSE-ZABA,11012,50,11010,100,11008,150,11016,45,11018,100,11020,150
1689230,SSE-CARD,9442,50,9441,100,9440,150,9446,138,9447,200,9448,255
1689230,SSE-FSR,10143,20,10032,8,10011,5,10178,150,10180,200,10182,250
1689230,SSE-HT,11116,16,11114,150,11112,200,11122,50,11124,100,11126,150
1689230,SSE-KRAS,9597,100,9595,150,9593,200,9607,74,9609,200,9611,250
1689230,SSE-SIMP,9967,60,9947,10,9945,10,9971,10,9972,50,9973,100
1689230,SSE-ZABA,11005,50,11003,100,11001,150,11013,100,11015,200,11017,250
1689524,SSE-CARD,9436,50,9435,100,9434,150,9438,30,9439,100,9440,150
1689524,SSE-FSR,10193,75,10191,200,10189,250,10195,20,10196,20,10201,50
1689524,SSE-HT,11130,95,11128,150,11126,200,11136,50,11138,100,11140,150
1689524,SSE-KRAS,9585,50,9583,100,9581,150,9595,112,9597,250,9598,5
1689524,SSE-SIMP,9971,20,9965,36,9964,150,9980,10,9982,10,9990,10
1689524,SSE-ZABA,11029,48,11027,150,11025,200,11035,50,11037,100,11039,150
1689811,SSE-CARD,9284,50,9283,100,9282,150,9287,90,9288,150,9289,200
1689811,SSE-FSR,10180,50,10178,100,10176,150,10184,50,10186,100,10188,150
1689811,SSE-HT,11178,1,11176,100,11174,150,11182,50,11184,100,11186,150
1689811,SSE-KRAS,9573,50,9571,100,9569,150,9577,50,9579,100,9581,150
1689811,SSE-SIMP,9973,30,9972,100,9971,160,9975,50,9976,100,9977,150
1689811,SSE-ZABA,11022,50,11020,100,11018,150,11026,50,11028,100,11029,120
1690095,SSE-CARD,9274,50,9273,100,9272,150,9277,86,9278,155,9279,200
1690095,SSE-FSR,10181,66,10180,20,10179,200,10184,20,10189,50,10191,100
1690095,SSE-HT,11163,50,11161,100,11159,150,11169,97,11171,150,11173,200
1690095,SSE-KRAS,9580,50,9578,100,9576,150,9584,50,9586,100,9588,150
1690095,SSE-SIMP,9978,140,9977,200,9976,250,9982,50,9983,100,9984,150
1690095,SSE-ZABA,11021,50,11019,100,11017,150,11027,100,11029,270,11031,200
1690263,SSE-CARD,9267,50,9266,100,9265,150,9270,70,9271,150,9272,200
1690263,SSE-FSR,10188,50,10186,100,10184,150,10192,50,10194,100,10196,150
1690263,SSE-HT,11151,50,11149,100,11147,150,11157,55,11159,150,11161,200
1690263,SSE-KRAS,9593,50,9591,100,9589,150,9597,50,9598,5,9599,100
1690263,SSE-SIMP,9981,50,9980,100,9979,150,9983,50,9984,100,9985,150
1690263,SSE-ZABA,11014,50,11012,100,11010,150,11018,50,11020,100,11021,37
1690403,SSE-CARD,9286,40,9285,100,9284,150,9287,20,9288,50,9289,100
1690403,SSE-FSR,10180,70,10178,100,10176,150,10184,50,10186,100,10188,150
1690403,SSE-HT,11161,80,11159,150,11157,200,11167,50,11169,100,11171,150
1690403,SSE-KRAS,9602,50,9600,100,9598,150,9606,143,9608,100,9610,150
1690403,SSE-SIMP,9981,100,9980,150,9979,200,9984,50,9985,100,9986,150
1690403,SSE-ZABA,11022,50,11020,100,11018,240,11026,50,11028,100,11029,120
1690416,SSE-CARD,9285,100,9284,170,9283,200,9436,88,9437,10,9573,105
1690416,SSE-FSR,10178,100,10176,150,10174,200,10184,20,10186,50,10188,150
1690416,SSE-HT,11159,130,11157,205,11155,250,11169,100,11171,150,11173,200
1690416,SSE-KRAS,9600,95,9598,150,9596,200,9608,7,9610,150,9612,200
1690416,SSE-SIMP,9980,150,9979,200,9978,250,9984,10,9985,100,9986,150
1690416,SSE-ZABA,11018,240,11016,200,11014,250,11028,100,11029,120,11030,150
1690516,SSE-CARD,9248,50,9247,100,9246,150,9251,65,9252,150,9253,200
1690516,SSE-FSR,10176,100,10174,150,10172,200,10184,14,10186,150,10188,200
1690516,SSE-HT,11169,100,11167,150,11165,200,11175,50,11177,100,11179,150
1690516,SSE-KRAS,9591,50,9589,100,9587,150,9597,100,9599,150,9601,200
1690516,SSE-SIMP,9975,50,9974,100,9973,150,9977,50,9978,100,9979,150
1690516,SSE-ZABA,11032,60,11030,200,11028,250,11040,50,11042,100,11044,150
1690616,SSE-CARD,9283,30,9282,100,9281,150,9285,50,9286,100,9287,150
1690616,SSE-FSR,10193,145,10191,200,10189,250,10201,50,10203,100,10205,150
1690616,SSE-HT,11158,50,11157,5,11156,100,11164,23,11166,150,11168,200
1690616,SSE-KRAS,9586,50,9584,126,9582,150,9594,92,9596,200,9598,250
1690616,SSE-SIMP,9998,80,9997,200,9996,250,10002,50,10003,100,10004,150
1690616,SSE-ZABA,11033,118,11031,200,11029,250,11041,50,11043,100,11045,150
1690716,SSE-CARD,9268,50,9267,100,9266,150,9272,80,9273,200,9274,250
1690716,SSE-FSR,10192,50,10190,100,10188,150,10200,104,10202,200,10204,250
1690716,SSE-HT,11173,92,11171,150,11169,200,11179,50,11181,100,11183,150
1690716,SSE-KRAS,9594,50,9592,100,9590,150,9598,50,9600,100,9602,150
1690716,SSE-SIMP,9997,27,9996,100,9995,150,9999,50,10000,100,10001,150
1690716,SSE-ZABA,11046,38,11044,100,11042,150,11050,130,11052,100,11054,150
1690816,SSE-CARD,9266,50,9265,100,9264,150,9271,179,9272,250,9435,100
1690816,SSE-FSR,10216,5,10214,100,10212,150,10217,10,10220,55,10222,100
1690816,SSE-HT,11173,84,11171,150,11169,200,11181,100,11183,150,11185,200
1690816,SSE-KRAS,9606,50,9604,100,9602,150,9610,50,9612,100,9614,150
1690816,SSE-SIMP,9991,50,9990,100,9989,150,9993,50,9994,100,9995,150
1690816,SSE-ZABA,11052,54,11050,150,11048,200,11058,50,11060,100,11062,150
1690916,SSE-CARD,9246,10,9245,50,9244,100,9249,110,9250,200,9251,250
1690916,SSE-FSR,10216,40,10214,100,10212,150,10220,2,10222,100,10224,150
1690916,SSE-HT,11203,46,11201,150,11199,200,11209,50,11211,100,11213,150
1690916,SSE-KRAS,9626,95,9624,150,9622,200,9632,50,9634,100,9636,150
1690916,SSE-SIMP,9994,85,9993,200,9992,250,9997,10,9998,50,9999,100
1690916,SSE-ZABA,11026,50,11024,100,11022,150,11032,100,11034,150,11036,200
1691016,SSE-CARD,9251,45,9250,150,9249,373,9254,25,9255,100,9256,150
1691016,SSE-FSR,10208,50,10206,100,10204,150,10216,107,10218,200,10220,250
1691016,SSE-HT,11176,50,11174,200,11172,150,11180,50,11182,100,11184,150
1691016,SSE-KRAS,9632,148,9630,200,9628,250,9640,50,9642,100,9644,234
1691016,SSE-SIMP,9985,50,9984,100,9983,150,9988,85,9989,150,9990,200
1691016,SSE-ZABA,11034,95,11032,150,11030,200,11040,50,11042,100,11044,150
1691116,SSE-CARD,9246,10,9245,50,9244,120,9250,83,9251,270,9436,33
1691116,SSE-FSR,10221,30,10219,100,10217,150,10225,50,10227,100,10229,170
1691116,SSE-HT,11184,88,11182,150,11180,200,11190,50,11192,100,11194,150
1691116,SSE-KRAS,9614,50,9612,100,9610,200,9618,50,9620,100,9622,150
1691116,SSE-SIMP,10001,75,10000,150,9999,200,10004,50,10005,250,10006,160
1691116,SSE-ZABA,11045,50,11043,100,11041,150,11049,50,11051,100,11052,66
1691216,SSE-CARD,9244,120,9243,200,9242,250,9252,225,9437,6,9573,105
1691216,SSE-FSR,10189,50,10187,100,10185,150,10199,9,10201,250,10229,20
1691216,SSE-HT,11200,88,11198,200,11196,250,11208,50,11210,100,11212,150
1691216,SSE-KRAS,9629,150,9627,200,9625,250,9637,50,9639,100,9641,150
1691216,SSE-SIMP,9987,10,9956,10,9947,10,10011,9,10014,50,10015,100
1691216,SSE-ZABA,11031,50,11029,100,11027,150,11037,50,11039,150,11041,200
1691316,SSE-CARD,9239,50,9238,100,9237,150,9244,94,9245,250,9249,8
1691316,SSE-FSR,10184,50,10182,100,10180,150,10192,110,10194,200,10196,250
1691316,SSE-HT,11187,50,11185,100,11183,150,11191,50,11193,100,11195,150
1691316,SSE-KRAS,9631,130,9629,200,9627,250,9639,50,9641,100,9643,150
1691316,SSE-SIMP,9998,25,9997,150,9996,200,10002,100,10003,155,10004,200
1691316,SSE-ZABA,11034,50,11032,100,11030,150,11038,50,11040,100,11042,150
1691416,SSE-CARD,9235,100,9234,200,9233,250,9243,188,9573,37,9589,10
1691416,SSE-FSR,10194,50,10192,150,10190,150,10198,41,10200,100,10202,150
1691416,SSE-HT,11192,119,11190,200,11188,250,11200,50,11202,100,11204,150
1691416,SSE-KRAS,9653,52,9651,150,9649,200,9659,50,9661,100,9663,150
1691416,SSE-SIMP,9988,50,9987,100,9986,150,9990,27,9991,100,9992,150
1691416,SSE-ZABA,11041,57,11039,150,11037,200,11046,8,11047,50,11049,100
1691517,SSE-CARD,9251,42,9250,150,9249,200,9254,50,9255,100,9256,150
1691517,SSE-FSR,10185,50,10183,100,10181,150,10191,55,10193,150,10195,200
1691517,SSE-HT,11190,150,11188,200,11186,250,11198,50,11200,100,11202,150
1691517,SSE-KRAS,9652,100,9650,150,9648,200,9658,50,9659,8,9660,100
1691517,SSE-SIMP,10012,72,10011,200,10010,250,10016,70,10017,108,10018,150
1691517,SSE-ZABA,11027,50,11025,100,11023,150,11031,40,11033,100,11035,150
1691616,SSE-CARD,9249,10,9246,70,9245,150,9252,76,9253,250,9573,7
1691616,SSE-FSR,10191,30,10189,100,10187,150,10195,49,10197,100,10199,150
1691616,SSE-HT,11193,40,11191,100,11189,150,11197,50,11199,100,11201,150
1691616,SSE-KRAS,9673,80,9671,200,9669,250,9681,50,9683,100,9685,150
1691616,SSE-SIMP,9989,50,9988,100,9987,150,9991,40,9992,100,9993,150
1691616,SSE-ZABA,11041,70,11039,150,11037,200,11045,8,11047,50,11049,100
1691716,SSE-CARD,9253,50,9252,150,9251,200,9256,50,9257,100,9258,150
1691716,SSE-FSR,10162,50,10160,100,10158,150,10166,35,10168,100,10170,150
1691716,SSE-HT,11190,34,11188,100,11187,5,11193,1,11194,50,11196,100
1691716,SSE-KRAS,9646,50,9644,100,9642,150,9650,50,9652,100,9654,150
1691716,SSE-SIMP,10010,5,10009,100,10008,150,10012,60,10013,100,10014,150
1691716,SSE-ZABA,11031,90,11029,100,11027,150,11035,50,11037,100,11039,150
1691816,SSE-CARD,9360,100,9359,200,9358,250,9364,50,9365,100,9366,150
1691816,SSE-FSR,10167,50,10165,100,10163,150,10171,25,10173,100,10175,150
1691816,SSE-HT,11174,47,11170,50,11168,100,11178,100,11180,200,11182,250
1691816,SSE-KRAS,9643,50,9641,100,9639,150,9647,45,9649,100,9651,150
1691816,SSE-SIMP,9999,50,9998,100,9997,150,10001,50,10002,100,10003,150
1691816,SSE-ZABA,11015,8,11010,50,11008,100,11016,45,11018,150,11020,200
1691916,SSE-CARD,9295,10,9285,10,9275,10,9377,50,9378,100,9379,150
1691916,SSE-FSR,10143,20,10139,5,10136,70,10144,131,10146,200,10148,250
1691916,SSE-HT,11171,50,11169,100,11167,150,11174,47,11175,50,11177,100
1691916,SSE-KRAS,9641,50,9639,100,9637,150,9645,50,9647,100,9648,8
1691916,SSE-SIMP,10008,14,10007,100,10006,150,10010,50,10011,100,10012,150
1691916,SSE-ZABA,11017,32,11016,90,11015,100,11021,50,11023,100,11025,158
1692016,SSE-CARD,9360,50,9359,100,9358,150,9364,40,9365,200,9366,250
1692016,SSE-FSR,10136,20,10133,50,10131,100,10137,10,10139,100,10141,150
1692016,SSE-HT,11174,137,11172,200,11170,250,11182,50,11184,100,11186,150
1692016,SSE-KRAS,9660,24,9658,150,9656,200,9664,8,9666,50,9668,100
1692016,SSE-SIMP,9988,50,9987,100,9986,150,9990,42,9991,100,9992,150
1692016,SSE-ZABA,11005,50,11003,100,11001,150,11009,14,11011,100,11013,150
1692116,SSE-CARD,9365,30,9364,293,9363,150,9367,47,9368,100,9369,150
1692116,SSE-FSR,10124,50,10122,100,10120,150,10128,7,10130,100,10132,150
1692116,SSE-HT,11167,50,11165,100,11163,150,11171,50,11173,100,11175,150
1692116,SSE-KRAS,9643,50,9641,100,9639,150,9651,74,9653,200,9655,250
1692116,SSE-SIMP,9987,116,9986,200,9985,250,9991,60,9992,100,9993,150
1692116,SSE-ZABA,10995,50,10993,100,10991,150,11003,98,11005,200,11007,250
1692216,SSE-CARD,9356,50,9355,100,9354,150,9361,188,9362,250,9367,20
1692216,SSE-FSR,10146,37,10144,100,10142,150,10150,50,10152,100,10154,150
1692216,SSE-HT,11165,100,11164,5,11163,150,11171,50,11173,100,11175,150
1692216,SSE-KRAS,9625,50,9623,100,9621,150,9629,50,9631,100,9633,150
1692216,SSE-SIMP,9982,8,9981,50,9980,100,9983,45,9984,100,9985,150
1692216,SSE-ZABA,11005,100,11003,150,11002,5,11008,5,11011,50,11013,100
1692316,SSE-CARD,9355,200,9354,250,9269,10,9362,50,9363,200,9364,250
1692316,SSE-FSR,10113,50,10111,100,10109,150,10117,15,10119,100,10121,150
1692316,SSE-HT,11174,57,11172,150,11170,200,11180,50,11182,100,11184,150
1692316,SSE-KRAS,9635,138,9633,200,9631,250,9643,50,9645,100,9647,150
1692316,SSE-SIMP,9977,50,9976,100,9975,150,9979,25,9980,100,9981,150
1692316,SSE-ZABA,10993,50,10991,100,10989,150,11001,126,11003,200,11005,250
1692416,SSE-CARD,9371,20,9370,100,9369,150,9373,50,9374,100,9375,150
1692416,SSE-FSR,10088,50,10086,100,10084,150,10092,20,10094,100,10096,150
1692416,SSE-HT,11167,50,11165,100,11164,5,11171,50,11173,100,11175,150
1692416,SSE-KRAS,9634,200,9632,250,9618,8,9644,50,9646,100,9648,150
1692416,SSE-SIMP,9990,93,9989,150,9988,200,9993,50,9994,100,9995,150
1692416,SSE-ZABA,10966,5,10965,50,10963,100,10975,11,10977,250,11017,146
1692516,SSE-CARD,9357,50,9356,100,9355,150,9363,148,9573,1,9589,10
1692516,SSE-FSR,10112,50,10110,100,10108,150,10116,35,10118,100,10120,150
1692516,SSE-HT,11173,42,11171,100,11169,150,11177,50,11179,100,11181,150
1692516,SSE-KRAS,9625,50,9623,100,9621,150,9629,50,9631,100,9633,150
1692516,SSE-SIMP,9989,50,9988,100,9987,150,9991,25,9992,100,9993,150
1692516,SSE-ZABA,11005,5,11003,100,11001,150,11009,50,11011,100,11013,150
1692639,SSE-CARD,9367,80,9366,200,9365,250,9371,6,9372,100,9373,150
1692639,SSE-FSR,10101,50,10099,100,10097,150,10107,95,10109,150,10111,200
1692639,SSE-HT,11182,84,11180,150,11178,200,11188,50,11190,100,11192,150
1692639,SSE-KRAS,9636,23,9634,150,9632,200,9642,50,9644,100,9646,150
1692639,SSE-SIMP,9985,50,9984,100,9983,150,9987,40,9988,100,9989,160
1692639,SSE-ZABA,10988,50,10986,100,10984,150,10998,125,11000,250,11017,146
1692717,SSE-CARD,9371,6,9368,20,9366,50,9372,87,9373,200,9374,250
1692717,SSE-FSR,10101,15,10092,21,10032,8,10105,20,10115,40,10117,100
1692717,SSE-HT,11157,5,11154,50,11152,100,11158,27,11160,100,11162,150
1692717,SSE-KRAS,9618,8,9610,58,9602,8,9633,5,9646,50,9648,100
1692717,SSE-SIMP,9992,179,9991,250,9979,1,9997,50,9998,100,9999,150
1692717,SSE-ZABA,10998,120,10995,5,10993,200,11000,5,11003,25,11005,100
1692816,SSE-CARD,9617,143,9616,200,9615,250,9621,50,9622,100,9623,150
1692816,SSE-FSR,10117,50,10115,100,10113,150,10121,50,10123,100,10125,150
1692816,SSE-HT,11139,50,11137,100,11135,150,11145,95,11147,150,11149,200
1692816,SSE-KRAS,9627,50,9625,100,9623,150,9635,74,9637,200,9639,250
1692816,SSE-SIMP,9980,50,9979,101,9978,150,9982,37,9983,100,9984,150
1692816,SSE-ZABA,10971,50,10969,100,10967,150,10979,28,10981,200,10983,250
1692916,SSE-CARD,9594,50,9593,100,9592,150,9598,120,9599,200,9600,250
1692916,SSE-FSR,10133,50,10131,100,10129,150,10137,40,10139,100,10141,150
1692916,SSE-HT,11196,33,11194,100,11192,150,11200,50,11202,100,11204,150
1692916,SSE-KRAS,9656,90,9654,150,9652,200,9662,50,9664,108,9666,150
1692916,SSE-SIMP,9955,50,9954,100,9953,150,9958,46,9959,150,9960,200
1692916,SSE-ZABA,10979,52,10977,50,10975,100,10983,100,10985,150,10987,200
1693016,SSE-CARD,9530,10,9520,10,9510,10,9608,100,9609,150,9610,200
1693016,SSE-FSR,10150,50,10148,100,10146,150,10154,50,10156,100,10158,150
1693016,SSE-HT,11196,20,11194,100,11192,150,11200,50,11202,100,11204,150
1693016,SSE-KRAS,9636,50,9634,100,9632,150,9640,50,9642,100,9644,150
1693016,SSE-SIMP,9964,40,9963,100,9962,150,9966,50,9967,100,9968,150
1693016,SSE-ZABA,10966,50,10964,100,10962,150,10978,150,10998,20,11000,5
1693116,SSE-CARD,9614,26,9613,150,9612,200,9617,147,9618,100,9619,150
1693116,SSE-FSR,10186,50,10184,100,10182,150,10190,50,10192,100,10194,150
1693116,SSE-HT,11201,30,11199,100,11197,150,11205,50,11207,100,11209,150
1693116,SSE-KRAS,9635,150,9633,200,9631,250,9643,50,9645,100,9647,150
1693116,SSE-SIMP,9962,50,9961,100,9960,150,9966,75,9967,200,9968,250
1693116,SSE-ZABA,10985,50,10983,100,10981,150,10989,50,10991,100,10993,150
1693216,SSE-CARD,9613,50,9612,150,9611,200,9618,150,9619,200,9620,250
1693216,SSE-FSR,10165,52,10163,150,10161,200,10171,45,10173,100,10175,150
1693216,SSE-HT,11206,37,11204,100,11202,150,11210,50,11212,100,11214,150
1693216,SSE-KRAS,9619,1,9618,8,9616,50,9620,50,9622,100,9624,150
1693216,SSE-SIMP,9958,46,9957,50,9956,100,9961,101,9962,200,9963,250
1693216,SSE-ZABA,10982,50,10980,100,10978,150,10994,191,10998,20,11000,5
1693316,SSE-CARD,9583,50,9582,100,9581,150,9587,126,9588,200,9589,250
1693316,SSE-FSR,10168,50,10166,120,10164,150,10170,15,10172,50,10174,100
1693316,SSE-HT,11235,138,11233,200,11231,250,11243,50,11245,100,11247,150
1693316,SSE-KRAS,9635,100,9633,150,9631,200,9641,50,9643,100,9645,150
1693316,SSE-SIMP,9977,90,9976,150,9975,200,9980,50,9981,100,9982,150
1693316,SSE-ZABA,11011,75,11009,150,11007,200,11017,196,11019,100,11021,150
1693416,SSE-CARD,9602,30,9601,150,9600,200,9605,50,9606,100,9607,150
1693416,SSE-FSR,10199,50,10197,100,10195,150,10203,50,10205,100,10207,150
1693416,SSE-HT,11222,50,11220,100,11218,150,11226,50,11228,100,11230,150
1693416,SSE-KRAS,9610,58,9605,50,9603,100,9611,83,9613,150,9615,200
1693416,SSE-SIMP,9969,50,9968,100,9967,150,9973,3,9974,200,9975,250
1693416,SSE-ZABA,10991,50,10989,100,10987,150,10999,93,11001,200,11003,250
1693516,SSE-CARD,9609,12,9608,150,9607,200,9612,50,9613,100,9614,150
1693516,SSE-FSR,10203,150,10201,200,10199,250,10211,50,10213,100,10215,150
1693516,SSE-HT,11237,50,11235,100,11233,150,11241,50,11243,100,11245,150
1693516,SSE-KRAS,9629,50,9627,100,9625,150,9633,50,9635,100,9637,150
1693516,SSE-SIMP,9968,100,9967,150,9966,200,9974,200,9975,250,9992,5
1693516,SSE-ZABA,10981,50,10979,100,10977,150,10989,80,10991,200,10993,250
1693616,SSE-CARD,9608,250,9605,50,9587,4,9614,50,9615,100,9616,170
1693616,SSE-FSR,10157,50,10155,100,10153,150,10163,80,10165,150,10167,200
1693616,SSE-HT,11223,50,11221,100,11219,150,11227,50,11229,100,11231,150
1693616,SSE-KRAS,9613,50,9611,201,9610,58,9619,100,9621,150,9623,200
1693616,SSE-SIMP,9995,75,9994,150,9993,200,9998,50,9999,100,10000,150
1693616,SSE-ZABA,10990,50,10988,100,10986,150,10994,25,10996,100,10998,150
1693716,SSE-CARD,9608,159,9607,250,9359,10,9615,44,9616,220,9617,250
1693716,SSE-FSR,10148,50,10146,100,10144,150,10154,100,10156,150,10158,200
1693716,SSE-HT,11225,35,11223,100,11221,150,11229,50,11231,100,11233,150
1693716,SSE-KRAS,9625,100,9623,150,9621,200,9631,50,9633,100,9635,150
1693716,SSE-SIMP,9984,46,9983,100,9982,150,9987,100,9988,150,9989,200
1693716,SSE-ZABA,11008,70,11006,150,11004,200,11014,50,11016,100,11018,150
1693816,SSE-CARD,9369,50,9368,100,9367,150,9373,24,9374,200,9375,250
1693816,SSE-FSR,10140,50,10138,100,10136,150,10144,33,10146,100,10148,150
1693816,SSE-HT,11195,50,11193,100,11191,150,11199,50,11201,100,11203,150
1693816,SSE-KRAS,9623,50,9621,100,9619,192,9627,50,9629,100,9631,150
1693816,SSE-SIMP,9995,41,9994,150,9993,200,9998,50,9999,100,10000,150
1693816,SSE-ZABA,11006,50,11004,100,11002,150,11016,115,11018,250,11025,8
1693916,SSE-CARD,9394,40,9393,100,9392,150,9396,50,9397,100,9398,150
1693916,SSE-FSR,10149,100,10147,150,10145,200,10152,20,10155,50,10157,100
1693916,SSE-HT,11185,50,11183,100,11181,150,11189,50,11191,100,11193,150
1693916,SSE-KRAS,9619,42,9618,50,9616,100,9624,50,9626,150,9628,200
1693916,SSE-SIMP,9988,50,9987,100,9986,150,9991,90,9992,150,9993,200
1693916,SSE-ZABA,11008,100,11006,150,11004,200,11020,200,11022,250,11025,8
1694016,SSE-CARD,9364,50,9363,100,9362,150,9369,122,9370,250,9615,30
1694016,SSE-FSR,10134,50,10132,100,10130,150,10144,200,10146,250,10210,150
1694016,SSE-HT,11161,50,11159,100,11157,150,11165,50,11167,100,11169,150
1694016,SSE-KRAS,9615,50,9613,200,9611,351,9627,150,9629,200,9631,250
1694016,SSE-SIMP,9985,50,9984,100,9983,150,9988,50,9989,150,9990,200
1694016,SSE-ZABA,11008,100,11006,150,11004,200,11018,95,11020,200,11022,250
1694116,SSE-CARD,9351,50,9350,100,9349,150,9355,20,9356,200,9357,250
1694116,SSE-FSR,10101,15,10098,50,10096,100,10108,143,10110,250,10210,150
1694116,SSE-HT,11148,50,11146,100,11144,150,11152,30,11154,100,11156,150
1694116,SSE-KRAS,9602,8,9595,50,9593,100,9603,91,9605,200,9607,250
1694116,SSE-SIMP,9997,43,9996,150,9995,200,10000,50,10001,100,10002,150
1694116,SSE-ZABA,11034,34,11032,100,11030,150,11038,50,11040,100,11042,150
1694216,SSE-CARD,9376,30,9375,150,9374,200,9379,50,9380,100,9381,150
1694216,SSE-FSR,10123,50,10121,100,10119,150,10127,50,10129,100,10131,150
1694216,SSE-HT,11134,50,11132,100,11130,150,11140,50,11142,150,11144,200
1694216,SSE-KRAS,9619,100,9617,150,9615,200,9625,50,9626,50,9627,100
1694216,SSE-SIMP,9974,60,9973,100,9972,150,9978,140,9979,200,9980,250
1694216,SSE-ZABA,11032,50,11030,100,11028,150,11038,47,11040,150,11042,200
1694316,SSE-CARD,9375,100,9374,150,9373,200,9379,65,9380,150,9381,200
1694316,SSE-FSR,10116,50,10114,100,10112,150,10124,129,10126,200,10128,250
1694316,SSE-HT,11149,100,11147,150,11145,200,11155,50,11157,100,11159,150
1694316,SSE-KRAS,9648,78,9646,150,9644,200,9654,50,9656,100,9658,150
1694316,SSE-SIMP,9986,70,9985,150,9984,200,9989,50,9990,100,9991,150
1694316,SSE-ZABA,11028,50,11026,100,11024,150,11036,65,11038,200,11040,250
